"UniqueId","FullName","University","JoinYear","Rank","SubField","Bachelors","Masters","Doctorate","PostDoc","Gender","PhotoURL","Sources","Last_Updated_By","Last_Updated"
"1552","Sheldon Howard Jacobson","University of Illinois at Urbana-Champaign","","Full","Data Mining","McGill University - Montreal - Canada","McGill University - Montreal - Canada","Cornell University - USA","","Male","http://cs.illinois.edu/directory/profile/shj","http://shj.cs.illinois.edu/","6818","2017-03-07"
"1553","Steven M. LaValle","University of Illinois at Urbana-Champaign","2001","Full","Computer Vision","University of Illinois at Urbana-Champaign - USA","","University of Illinois at Urbana-Champaign - USA","Stanford University - USA","Male","http://cs.illinois.edu/directory/profile/lavalle","http://msl.cs.uiuc.edu/~lavalle/","902","2016-08-03"
"1554","Svetlana Lazebnik","University of Illinois at Urbana-Champaign","2012","Assistant","Computer Vision","DePaul University - USA","University of Illinois at Urbana-Champaign - USA","University of Illinois at Urbana-Champaign - USA","","Female","http://cs.illinois.edu/directory/profile/slazebni","http://www.cs.illinois.edu/homes/slazebni/lana_cv.pdf","6818","2017-03-07"
"1555","Tao Xie","University of Illinois at Urbana-Champaign","2013","Associate","Software Engineering","Fudan University - Shanghai - China","University of Washington - USA","University of Washington - USA","","Male","http://cs.illinois.edu/directory/profile/taoxie","http://web.engr.illinois.edu/~taoxie/","2","2015-10-08"
"1556","Tarek F. Abdelzaher","University of Illinois at Urbana-Champaign","2005","Full","Software Engineering","Ain Shams University - Egypt","Ain Shams University - Egypt","University of Michigan - USA","University of Virginia - USA","Male","https://cs.illinois.edu/directory/profile/zaher","http://www.cs.illinois.edu/homes/zaher/","2","2015-10-08"
"1557","Vikram Adve","University of Illinois at Urbana-Champaign","2001","Full","Programming Languages","Indian Institute of Technology - Bombay - India","","University of Wisconsin - Madison - USA","","Male","http://cs.illinois.edu/directory/profile/vadve","http://illinois.edu/ds/detail?search_type=&search=&false&skinId=0&userId=vadve&sub=","2","2015-10-08"
"1558","Wai-Tat Fu","University of Illinois at Urbana-Champaign","2006","Associate","Human-Computer Interaction","","","George Mason University - USA","","Male","http://cs.illinois.edu/directory/profile/wfu","http://www.cs.illinois.edu/homes/wfu/","2","2015-10-08"
"1559","William D. Gropp","University of Illinois at Urbana-Champaign","2007","Full","Distributed & Parallel Computing","Case Western Reserve University - USA","University of Washington - USA","Stanford University - USA","","Male","http://cs.illinois.edu/directory/profile/wgropp","http://parallel.illinois.edu/people/william-d-gropp","2","2015-10-08"
"1560","A. Udaya Shankar","University of Maryland - College Park","","Full","Operating Systems","","","University of Texas - Austin - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/Shankar.jpg?itok=nI7y9jdN","http://www.cs.umd.edu/people/shankar","2","2015-10-08"
"1561","Adam Porter","University of Maryland - College Park","1991","Full","Software Engineering","California State University - Dominguez Hills - USA","University of California - Irvine - USA","University of California - Irvine - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/porter%20adam.JPG?itok=bOamhjEA","https://www.cs.umd.edu/~aporter/PorterCV.pdf","2","2015-10-08"
"1562","Alan Sussman","University of Maryland - College Park","","Full","Operating Systems","Princeton University - USA","","Carnegie Mellon University - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/als-2012.jpg?itok=rppgVTie","http://www.cs.umd.edu/people/asussman","2","2015-10-08"
"1563","Alexander Barg","University of Maryland - College Park","","Full","Algorithms & Theory","","","Russian Academy of Sciences - Russia","","","","http://www.cs.umd.edu/people/abarg","2","2016-07-24"
"1564","Amitabh Varshney","University of Maryland - College Park","","Full","Computer Vision","Indian Institute of Technology &#8211; New Delhi - India","University of North Carolina - Chapel Hill - USA","University of North Carolina - Chapel Hill - USA","","Male","http://www.cs.umd.edu/~varshney/Images/varshney_TH.png","http://www.cs.umd.edu/~varshney/","2","2015-10-08"
"1565","Amol Deshpande","University of Maryland - College Park","","Associate","Databases","Indian Institute of Technology - Bombay - India","University of Maryland - College Park - USA","University of California - Berkeley - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/deshpande.jpg?itok=jqL-QCZb","https://www.cs.umd.edu/people/adeshpan","2","2015-10-08"
"1566","Aravind Srinivasan","University of Maryland - College Park","2001","Full","Algorithms & Theory","Indian Institute of Technology - Madras - India","Cornell University - USA","Cornell University - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/Aravind%20Srinivasan.jpg?itok=WTpd2gTy","http://www.cs.umd.edu/people/asriniv1","2","2015-10-08"
"1567","Ashok Agrawala","University of Maryland - College Park","1971","Full","Computer Education","","","Harvard University - USA","","Male","https://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/Ashok%20Agrawala.JPG?itok=YcuERIRm","http://www.cs.umd.edu/people/agrawala","2","2015-10-08"
"1568","Atif Memon","University of Maryland - College Park","2001","Associate","Software Engineering","University of Karachi - Pakistan","King Fahd University of Petroleum and Minerals - Saudi Arabia","University of Pittsburgh - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/AtifMemon.jpg?itok=SIKDOBtD","http://www.cs.umd.edu/~atif/cv/","2","2015-10-08"
"1569","Ben Bederson","University of Maryland - College Park","1997","Full","Human-Computer Interaction","Rensselaer Polytechnic Institute - USA","New York University - USA","New York University - USA","","Male","http://www.cs.umd.edu/sites/default/files/images/userpictures/bederson.jpg","http://www.cs.umd.edu/people/bederson","2","2015-10-08"
"1570","Ben Shneiderman","University of Maryland - College Park","1979","Full","Human-Computer Interaction","City College of New York - USA","Stony Brook University - USA","Stony Brook University - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/shneiderman%20ben.jpg?itok=DurdjQqi","https://www.cs.umd.edu/~ben/","2","2015-10-08"
"1571","Bobby Bhattacharjee","University of Maryland - College Park","1999","Full","Computer Education","Georgia College and State University - USA","Georgia College and State University - USA","Georgia Institute of Technology - USA","","Male","","http://www.cs.umd.edu/~bobby/41.pdf","2","2015-10-08"
"1572","Bonnie Dorr","University of Maryland - College Park","1992","Full","Artificial Intelligence","Boston University - USA","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","","Female","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/dorr.JPG?itok=V-AGvOVt","http://www.umiacs.umd.edu/~bonnie/","2","2015-10-08"
"1573","Charalampos (Babis) Papamanthou","University of Maryland - College Park","2013","Assistant","Security & Privacy","University of Macedonia - Thessaloniki - Greece","University of Crete - Greece","Brown University - USA","University of California - Berkeley - USA","","","www.ece.umd.edu/~cpap","2","2016-07-24"
"1574","Chau-Wen Tseng","University of Maryland - College Park","1995","Associate","Bioinformatics & Computational Biology","Harvard University - USA","Rice University - USA","Rice University - USA","","","","http://www.cs.umd.edu/~tseng/cv.pdf","2","2016-07-24"
"1575","Clyde Kruskal","University of Maryland - College Park","1985","Associate","Computer Education","","","New York University - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/kruskal%20clyde.jpg?itok=kxlLhdJO","http://www.cs.umd.edu/people/ckruskal","2","2015-10-08"
"1576","Dana Nau","University of Maryland - College Park","1979","Full","Artificial Intelligence","Missouri University of Science and Technology - USA","Duke University - USA","Duke University - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/nau%20dana.png?itok=fqZviOI_","http://www.cs.umd.edu/~nau/","2","2015-10-08"
"1577","David Van Horn","University of Maryland - College Park","2013","Assistant","Programming Languages","University of Vermont - USA","University of Vermont - USA","Brandeis University - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/DSC_0054.jpg?itok=8I97L1ZB","https://www.cs.umd.edu/~dvanhorn/","2","2015-10-08"
"1578","David Jacobs","University of Maryland - College Park","2002","Full","Computer Vision","Yale University - USA","New York University - USA","Massachusetts Institute of Technology - USA","","","","http://www.cs.umd.edu/~djacobs/cv2-resume.pdf","2","2016-07-24"
"1579","David Mount","University of Maryland - College Park","1984","Full","Computer Education","Purdue University - USA","Purdue University - USA","Purdue University - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/David%20Mount.jpg?itok=26zvrusf","http://www.cs.umd.edu/~mount/Vita/CSvita.pdf","2","2015-10-08"
"1580","Dianne O'Leary","University of Maryland - College Park","1978","Full","Algorithms & Theory","Purdue University - USA","Purdue University - USA","Stanford University - USA","","","","http://www.cs.umd.edu/~oleary/","2","2016-07-24"
"1581","Don Perlis","University of Maryland - College Park","1982","Full","Artificial Intelligence","Purdue University - USA","New York University - USA","University of Rochester - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/perlis%20don.jpg?itok=lvLkxpOM","http://www.cs.umd.edu/~perlis/cv.pdf","2","2015-10-08"
"1582","Donald Yeung","University of Maryland - College Park","","Associate","Hardware & Architecture","","","Massachusetts Institute of Technology - USA","","","","http://www.cs.umd.edu/people/yeung","2","2016-07-24"
"1583","Douglas Oard","University of Maryland - College Park","","Full","Human-Computer Interaction","","","University of Maryland - College Park - USA","","","","http://www.cs.umd.edu/people/oard","2","2016-07-24"
"1584","Elaine Shi","University of Maryland - College Park","2012","Assistant","Security & Privacy","Tsinghua University - Beijing - China","","Carnegie Mellon University - USA","University of California - Berkeley - USA","Female","http://www.cs.umd.edu/~elaine/cn/elaine6.jpg","http://www.cs.umd.edu/people/eshi1","2","2015-10-08"
"1585","Hal Daume III","University of Maryland - College Park","2010","Associate","Natural Language & Speech","Carnegie Mellon University - USA","University of Southern California - USA","University of Southern California - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/daume.jpg?itok=ZemSy3Bo","http://www.umiacs.umd.edu/~hal/docs/cv-daume.pdf","2","2015-10-08"
"1586","Hanan Samet","University of Maryland - College Park","1975","Full","Artificial Intelligence","","Stanford University - USA","Stanford University - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/samet.jpg?itok=OeeqTQUP","https://www.cs.umd.edu/~hjs/","2","2015-10-08"
"1587","Hector Corrada Bravo","University of Maryland - College Park","2010","Associate","Bioinformatics & Computational Biology","","","University of Wisconsin - Madison - USA","","Male","http://www.umiacs.umd.edu/~hcorrada/images/hector3.png","http://www.cs.umd.edu/people/hcorrada","3714","2016-09-02"
"1588","Howard Elman","University of Maryland - College Park","1985","Full","Algorithms & Theory","Columbia University - USA","Columbia University - USA","Yale University - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/elman%20howard.jpg?itok=iPQajXBj","http://www.cs.umd.edu/~elman/cv.pdf","2","2015-10-08"
"1589","James Purtilo","University of Maryland - College Park","1982","Associate","Software Engineering","","","University of Illinois at Urbana-Champaign - USA","","Male","http://www.csee.umbc.edu/wp-content/uploads/2012/07/Purtilo1.jpg","http://www.cs.umd.edu/people/purtilo","2","2015-10-08"
"1590","James Reggia","University of Maryland - College Park","1982","Full","Artificial Intelligence","","University of Maryland - Baltimore - USA","University of Maryland - College Park - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/reggia%20james.jpg?itok=8gwP_XC2","http://www.cs.umd.edu/people/reggia","2","2015-10-08"
"1591","Jeffrey Foster","University of Maryland - College Park","2002","Associate","Programming Languages","Cornell University - USA","Cornell University - USA","University of California - Berkeley - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/IMG_4681%20-%20Version%202.jpg?itok=2YRnxNr3","https://www.cs.umd.edu/~jfoster/","2","2015-10-08"
"1592","Jeffrey Hollingsworth","University of Maryland - College Park","1994","Full","Distributed & Parallel Computing","University of California - Berkeley - USA","University of Wisconsin - Madison - USA","University of Wisconsin - Madison - USA","","","","http://www.cs.umd.edu/~hollings/cv.pdf","2","2016-07-24"
"1593","Jennifer Golbeck","University of Maryland - College Park","","Associate","Human-Computer Interaction","","","University of Maryland - College Park - USA","","","","http://www.cs.umd.edu/people/jgolbeck","2","2016-07-24"
"1594","Jimmy Lin","University of Maryland - College Park","","Associate","Human-Computer Interaction","","","Massachusetts Institute of Technology - USA","","","","http://www.cs.umd.edu/people/jimmylin","2","2016-07-24"
"1595","John Aloimonos","University of Maryland - College Park","1986","Full","Computer Vision","University of Athens - Greece","University of Rochester - USA","University of Rochester - USA","","Male","http://www.cs.umd.edu/sites/default/files/images/userpictures/John%20Aloimonos.jpg","http://www.cfar.umd.edu/~yiannis/Full-yiannis-cv.html","2","2015-10-08"
"1596","Jon Froehlich","University of Maryland - College Park","2012","Assistant","Human-Computer Interaction","Iowa State University - USA","University of California - Irvine - USA","University of Washington - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/jonf.png?itok=ZqE22IdC","http://www.cs.umd.edu/people/jonf","2","2015-10-08"
"1597","Jonathan Katz","University of Maryland - College Park","2002","Full","Security & Privacy","Massachusetts Institute of Technology - USA","Columbia University - USA","Columbia University - USA","","","","https://www.cs.umd.edu/~jkatz/katz-cv.pdf","2","2016-07-24"
"1598","Joseph F. JaJa","University of Maryland - College Park","1985","Full","Algorithms & Theory","","","Harvard University - USA","","","","http://www.cs.umd.edu/people/josephj","2","2016-07-24"
"1599","Larry Davis","University of Maryland - College Park","1981","Full","Computer Vision","","University of Maryland - College Park - USA","University of Maryland - College Park - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/Larry%20Davis.jpg?itok=KTob_Utf","http://www.umiacs.umd.edu/users/lsd/","2","2015-10-08"
"1600","Leah Findlater","University of Maryland - College Park","2012","Assistant","Human-Computer Interaction","University of Regina - Canada","University of British Columbia - Canada","University of British Columbia - Canada","","Female","http://terpconnect.umd.edu/~leahkf/img/me.png","http://www.cs.umd.edu/people/leahkf","2","2015-10-08"
"1601","Louiqa Raschid","University of Maryland - College Park","1987","Full","Databases","","","University of Florida - USA","","","","http://www.cs.umd.edu/people/lraschid","2","2016-07-24"
"1602","Michael Hicks","University of Maryland - College Park","2002","Full","Programming Languages","Pennsylvania State University - USA","University of Pennsylvania - USA","University of Pennsylvania - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/hicks.jpg?itok=YQF-fRoR","http://www.cs.umd.edu/people/mhicks2","2","2015-10-08"
"1603","Michel Cukier","University of Maryland - College Park","2001","Associate","Security & Privacy","","","National Polytechnic Institute of Toulouse - France","","","","http://www.cs.umd.edu/people/mcukier","2","2016-07-24"
"1604","Mihai Pop","University of Maryland - College Park","2006","Full","Bioinformatics & Computational Biology","Polytechnic University of Bucharest - Romania","Johns Hopkins University - USA","Johns Hopkins University - USA","","Male","http://www.cbcb.umd.edu/~mpop/head_shot_2011.jpg","http://www.cbcb.umd.edu/~mpop/POP_CV.pdf","2703","2016-08-28"
"1605","Mohammad Hajiaghayi","University of Maryland - College Park","","Associate","Algorithms & Theory","Sharif University of Technology - Tehran - Iran","University of Waterloo - Ontario - Canada","Massachusetts Institute of Technology - USA","","","","http://www.cs.umd.edu/~hajiagha/cv1.pdf","2","2016-07-24"
"1606","Neil Spring","University of Maryland - College Park","","Associate","Operating Systems","University of California - San Diego - USA","","University of Washington - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/zcx500.jpeg?itok=guO1P8B5","http://www.cs.umd.edu/people/nspring","2","2015-10-08"
"1607","Nicholas Roussopoulos","University of Maryland - College Park","","Full","Databases","","","University of Toronto - Canada","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/Roussopolos%20nick.jpg?itok=YgIra2lf","http://www.cs.umd.edu/people/nickr","2","2015-10-08"
"1608","Pete Keleher","University of Maryland - College Park","","Associate","Operating Systems","Rice University - USA","Rice University - USA","Rice University - USA","","","","http://www.cs.umd.edu/~keleher/papers/cv.pdf","2","2016-07-24"
"1609","Philip Resnik","University of Maryland - College Park","","Full","Natural Language & Speech","Harvard University - USA","","University of Pennsylvania - USA","","Male","","http://www.cs.umd.edu/people/resnik","3005","2016-08-28"
"1610","Rajeev Barua","University of Maryland - College Park","","Associate","Hardware & Architecture","","","Massachusetts Institute of Technology - USA","","","","http://www.cs.umd.edu/people/barua","2","2016-07-24"
"1611","Ramalingam Chellappa","University of Maryland - College Park","","Full","Computer Vision","","","Purdue University - USA","","","","http://www.cs.umd.edu/people/chella","2","2016-07-24"
"1612","Ramani Duraiswami","University of Maryland - College Park","","Associate","Computer Vision","","Johns Hopkins University - USA","Johns Hopkins University - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/duraiswami.jpg?itok=Hr3dkZpY","http://www.umiacs.umd.edu/~ramani/","2","2015-10-08"
"1613","Rance Cleaveland","University of Maryland - College Park","","Full","Software Engineering","Duke University - USA","Cornell University - USA","Cornell University - USA","","Male","http://www.cs.umd.edu/~rance/cv.pdf","http://www.cs.umd.edu/~rance/cv.pdf","2","2015-10-08"
"1614","Samir Khuller","University of Maryland - College Park","","Full","Algorithms & Theory","Indian Institute of Technology - Kanpur - India","Cornell University - USA","Cornell University - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/Leadership%20%283%20of%203%29.jpg?itok=YmzSupRd","https://www.cs.umd.edu/~samir/","2","2015-10-08"
"1615","Sridhar Hannenhalli","University of Maryland - College Park","","Associate","Bioinformatics & Computational Biology","Indian Institute of Technology - Varanasi - India","University of Central Florida","Pennsylvania State University - USA","","","","http://www.cs.umd.edu/people/sridhar","2","2016-07-24"
"1616","Uzi Vishkin","University of Maryland - College Park","","Full","Algorithms & Theory","Indian Institute of Technology - Delhi - India","","University of California - Berkeley - USA","Technion-Israel Institute of Technology - Israel","","","http://www.cs.umd.edu/people/vishkin","2","2016-07-24"
"1617","V. S. Subrahmanian","University of Maryland - College Park","","Full","Artificial Intelligence","","Syracuse University - USA","Syracuse University - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/subrahmanian%20vs.jpg?itok=LBuPzpGs","http://www.cs.umd.edu/~vs/","2","2015-10-08"
"1618","William Gasarch","University of Maryland - College Park","","Full","Computer Education","Stony Brook University - USA","Harvard University - USA","Harvard University - USA","","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/billvdw.jpg?itok=bHaWYdos","https://www.cs.umd.edu/people/gasarch","2","2015-10-08"
"1619","Zia Khan","University of Maryland - College Park","2013","Assistant","Bioinformatics & Computational Biology","Carnegie Mellon University - USA","","Princeton University - USA","University of Chicago - USA","Male","http://www.cs.umd.edu/sites/default/files/styles/medium/public/images/userpictures/Zia%20Khan%20-%20UMIACS%20Photo%201%202209%20-%20cropped.jpg?itok=OIrHMCfK","http://www.cs.umd.edu/people/zia1138","2","2015-10-08"
"1620","Alexandra Meliou","University of Massachusetts - Amherst","2012","Assistant","Databases","National Technical University of Athens - Greece","University of California - Berkeley - USA","University of California - Berkeley - USA","University of Washington - USA","Female","https://www.cs.umass.edu/faculty/directory/alexandra_meliou","https://www.cs.umass.edu/faculty/directory/alexandra_meliou","2","2015-10-08"
"1621","Andrew McCallum","University of Massachusetts - Amherst","2002","Full","Natural Language & Speech","Dartmouth College - USA","University of Rochester - USA","University of Rochester - USA","Carnegie Mellon University - USA","Male","http://people.cs.umass.edu/~mccallum/mccallum-1999.jpg","https://www.cs.umass.edu/faculty/directory/mccallum_andrew","4632","2016-10-23"
"1622","Andrew McGregor","University of Massachusetts - Amherst","2009","Associate","Algorithms & Theory","University of Cambridge - United Kingdom","University of Pennsylvania - USA","University of Pennsylvania - USA","University of California - San Diego - USA","Male","http://people.cs.umass.edu/~mcgregor/goodies/photo.jpg","https://www.cs.umass.edu/faculty/directory/mcgregor_andrew","6845","2017-03-11"
"1623","Arjun Guha","University of Massachusetts - Amherst","2013","Assistant","Programming Languages","Grinnell College - USA","Brown University - USA","Brown University - USA","","Male","https://www.cs.umass.edu/faculty/directory/guha_arjun","https://www.cs.umass.edu/faculty/directory/guha_arjun","2","2015-10-08"
"1624","Arun Venkataramani","University of Massachusetts - Amherst","2005","Associate","Networks & Communications","Indian Institute of Technology - Bombay - India","University of Texas - Austin - USA","University of Texas - Austin - USA","","Male","University of Texas at Austin (2004)","https://www.cs.umass.edu/faculty/directory/venkataramani_arun","2","2015-10-08"
"1625","Benjamin M. Marlin","University of Massachusetts - Amherst","2011","Assistant","Artificial Intelligence","McGill University - Montreal - Canada","University of Toronto - Canada","University of Toronto - Canada","","Male","","https://www.cs.umass.edu/faculty/directory/marlin_benjamin","2161","2016-08-28"
"1626","Brian Levine","University of Massachusetts - Amherst","1999","Full","Networks & Communications","State University of New York - Albany - USA","University of California - Santa Cruz - USA","University of California - Santa Cruz - USA","","Male","https://www.cs.umass.edu/faculty/directory/levine_brian","https://www.cs.umass.edu/faculty/directory/levine_brian","2","2015-10-08"
"1627","Charles Weems","University of Massachusetts - Amherst","1984","Associate","Hardware & Architecture","Oregon State University - USA","Oregon State University - USA","University of Massachusetts - Amherst - USA","","Male","","https://www.cs.umass.edu/faculty/directory/weems_charles","2161","2016-08-28"
"1628","Dan Sheldon","University of Massachusetts - Amherst","2012","Assistant","Algorithms & Theory","Dartmouth College - USA","","Cornell University - USA","Oregon State University - USA","Male","https://www.cs.umass.edu/faculty/directory/sheldon_dan","https://www.cs.umass.edu/faculty/directory/sheldon_dan","2","2015-10-08"
"1629","David A. Mix Barrington","University of Massachusetts - Amherst","1986","Full","Algorithms & Theory","Amherst College - USA","","Massachusetts Institute of Technology - USA","","Male","https://www.cs.umass.edu/faculty/directory/barrington_david","https://www.cs.umass.edu/faculty/directory/barrington_david","2","2015-10-08"
"1630","David Jensen","University of Massachusetts - Amherst","2004","Associate","Data Mining","University of Nebraska - Lincoln - USA","Washington University - St. Louis - USA","Washington University - St. Louis - USA","","Male","https://www.cs.umass.edu/sites/default/files/people/faculty/David_Jensen_2015.jpg","https://www.cs.umass.edu/faculty/directory/jensen_david","2","2015-10-08"
"1631","Deepak Ganesan","University of Massachusetts - Amherst","2004","Associate","Real-Time & Embedded Systems","Indian Institute of Technology - Madras - India","University of Southern California - USA","University of California - Los Angeles - USA","","Male","http://www.gov.ms/wp-content/uploads/2010/11/Sonia-Charles.jpg","https://www.cs.umass.edu/faculty/directory/ganesan_deepak","2","2015-10-08"
"1632","Donald F Towsley","University of Massachusetts - Amherst","1976","Full","Networks & Communications","University of Texas - Austin - USA","","University of Texas - Austin - USA","","Male","","https://www.cs.umass.edu/faculty/directory/towsley_donald","2161","2016-08-28"
"1633","Emery Berger","University of Massachusetts - Amherst","2002","Full","Programming Languages","University of Miami - USA","University of Texas - Austin - USA","University of Texas - Austin - USA","","Male","https://www.cs.umass.edu/faculty/directory/berger_emery","https://www.cs.umass.edu/faculty/directory/berger_emery","2","2015-10-08"
"1634","Erik G Learned-Miller","University of Massachusetts - Amherst","2004","Associate","Computer Vision","Yale University - USA","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","","Male","https://www.cs.umass.edu/sites/default/files/people/faculty/learned.jpg","https://www.cs.umass.edu/faculty/directory/learned-miller_erik","2","2015-10-08"
"1635","Evangelos Kalogerakis","University of Massachusetts - Amherst","2012","Assistant","Graphics","Technical University of Crete - Greece","","University of Toronto - Canada","Stanford University - USA","Male","http://people.cs.umass.edu/~kalo/","https://www.cs.umass.edu/faculty/directory/kalogerakis_evangelos","2","2015-10-08"
"1636","Gerome Miklau","University of Massachusetts - Amherst","2005","Associate","Databases","University of California - Berkeley - USA","University of Washington - USA","University of Washington - USA","","Male","http://people.cs.umass.edu/~miklau/assets/img/me3.jpg","https://www.cs.umass.edu/faculty/directory/miklau_gerome","2","2015-10-08"
"1637","Hanna M. Wallach","University of Massachusetts - Amherst","2007","Assistant","Machine Learning & Pattern Recognition","University of Cambridge - United Kingdom","University of Edinburgh - United Kingdom","University of Cambridge - United Kingdom","University of Massachusetts - Amherst - USA","Female","","https://www.cs.umass.edu/faculty/directory/wallach_hanna","4416","2016-10-09"
"1638","Hava T Siegelmann","University of Massachusetts - Amherst","2001","Full","Networks & Communications","","Hebrew University of Jerusalem - Israel","Rutgers University - USA","","Female","","https://www.cs.umass.edu/faculty/directory/siegelmann_hava","2161","2016-08-28"
"1639","J. Eliot B. Moss","University of Massachusetts - Amherst","1985","Full","Programming Languages","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","","Male","http://people.cs.umass.edu/~moss/","https://www.cs.umass.edu/faculty/directory/moss_j-eliot","2","2015-10-08"
"1640","Jack C Wileden","University of Massachusetts - Amherst","1978","Full","Programming Languages","University of Michigan - USA","University of Michigan - USA","University of Michigan - USA","","Male","","https://www.cs.umass.edu/faculty/directory/wileden_jack","2161","2016-08-28"
"1641","James Allan","University of Massachusetts - Amherst","1994","Full","Information Retrieval","Grinnell College - USA","Cornell University - USA","Cornell University - USA","","Male","http://www.gov.ms/wp-content/uploads/2010/11/Sonia-Charles.jpg","https://www.cs.umass.edu/faculty/directory/allan_james","2","2015-10-08"
"1642","James F Kurose","University of Massachusetts - Amherst","1984","Full","Networks & Communications","Wesleyan University - USA","Wesleyan University - USA","Columbia University - USA","","Male","","https://www.cs.umass.edu/faculty/directory/kurose_james","2161","2016-08-28"
"1643","Leon Osterweil","University of Massachusetts - Amherst","1993","Full","Software Engineering","Princeton University - USA","University of Maryland - College Park - USA","University of Maryland - College Park - USA","","Male","http://laser.cs.umass.edu/people/images/ljo.jpg","https://www.cs.umass.edu/faculty/directory/osterweil_leon","2","2015-10-08"
"1644","Lori A Clarke","University of Massachusetts - Amherst","1975","Full","Software Engineering","University of Rochester - USA","","University of Colorado Boulder - USA","","Female","","https://www.cs.umass.edu/faculty/directory/clarke_lori","2161","2016-08-28"
"1645","Mark Corner","University of Massachusetts - Amherst","2003","Associate","Operating Systems","University of Virginia - USA","University of Virginia - USA","University of Michigan - USA","","Male","https://www.cs.umass.edu/sites/default/files/people/faculty/corner.jpg","https://www.cs.umass.edu/faculty/directory/corner_mark","2","2015-10-08"
"1646","Neil Immerman","University of Massachusetts - Amherst","1989","Full","Algorithms & Theory","Yale University - USA","Yale University - USA","Cornell University - USA","","Male","http://people.cs.umass.edu/~immerman/neilWhiteboardDiagram10_6_2014.jpg","https://www.cs.umass.edu/faculty/directory/immerman_neil","2","2015-10-08"
"1647","Prashant Shenoy","University of Massachusetts - Amherst","1998","Full","Networks & Communications","Indian Institute of Technology - Bombay - India","University of Texas - Austin - USA","University of Texas - Austin - USA","","Male","http://people.cs.umass.edu/~shenoy/","https://www.cs.umass.edu/faculty/directory/shenoy_prashant","2","2015-10-08"
"1648","Ramesh Sitaraman","University of Massachusetts - Amherst","","Full","Networks & Communications","Indian Institute of Technology - Madras - India","","Princeton University - USA","","Male","http://people.cs.umass.edu/~ramesh/Site/HOME_files/shapeimage_4.png","https://www.cs.umass.edu/faculty/directory/sitaraman_ramesh","6845","2017-03-11"
"1649","Robert Moll","University of Massachusetts - Amherst","1973","Associate","Algorithms & Theory","Carnegie Mellon University - USA","Carnegie Mellon University - USA","Massachusetts Institute of Technology - USA","","Male","https://www.cs.umass.edu/sites/default/files/people/faculty/moll.jpg","https://www.cs.umass.edu/faculty/directory/moll_robert","2","2015-10-08"
"1650","Roderic A Grupen","University of Massachusetts - Amherst","1988","Full","Artificial Intelligence","Washington University - St. Louis - USA","Pennsylvania State University - USA","University of Utah - USA","","https://www.cs.umass.edu/faculty/directory/grupen_roderic","2","2015-08-07"
"1651","Rui Wang","University of Massachusetts - Amherst","2006","Associate","Graphics","Zhejiang University - Hangzhou - China","University of Virginia - USA","University of Virginia - USA","","Male","https://www.cs.umass.edu/faculty/directory/wang_rui","https://www.cs.umass.edu/faculty/directory/wang_rui","2","2015-10-08"
