"UniqueId","FullName","University","JoinYear","Rank","SubField","Bachelors","Masters","Doctorate","PostDoc","Gender","PhotoURL","Sources","Last_Updated_By","Last_Updated"
"1","Chitta Baral","Arizona State University","1999","Associate","Natural Language & Speech","Indian Institute of Technology - Kanpur - India","University of Maryland - College Park - USA","University of Maryland - College Park - USA","","Male","http://cidse.engineering.asu.edu/wp-content/uploads/2011/11/chittabaral.jpg","http://cidse.engineering.asu.edu/directory/chitta-baral/","","2018-11-30"
"2","Kasim Candan","Arizona State University","1997","Full","Databases","Bilkent University - Turkey","","University of Maryland - College Park - USA","","Male","http://cidse.engineering.asu.edu/wp-content/uploads/2011/12/Candan_Selchuk_5512b.jpg","http://cidse.engineering.asu.edu/directory/candan-k-selcuk/","4587","2016-10-21"
"3","Charles Colbourn","Arizona State University","2001","Full","Networks & Communications","University of Toronto - Canada","University of Waterloo - Ontario - Canada","University of Toronto - Canada","","Male","http://cidse.engineering.asu.edu/wp-content/uploads/2011/11/Colbourn_Charles_8438b1.jpg","http://cidse.engineering.asu.edu/directory/charles-colbourn/","2","2015-10-08"
"4","James Collofello","Arizona State University","1979","Full","Software Engineering","Northern Illinois University - USA","Northern Illinois University - USA","Northwestern University - USA","","Male","http://cidse.engineering.asu.edu/wp-content/uploads/2011/12/jamescollofello.jpg","http://cidse.engineering.asu.edu/directory/collofello-james/","2","2015-10-08"
"5","Sandeep Gupta","Arizona State University","2001","Full","Distributed & Parallel Computing","","","Ohio State University - USA","","Male","http://cidse.engineering.asu.edu/wp-content/uploads/2011/12/sandeepgupta-featured.jpg","http://cidse.engineering.asu.edu/directory/gupta-sandeep/","2","2015-10-08"
"6","Subbarao Kambhampati","Arizona State University","1991","Full","Artificial Intelligence","Indian Institute of Technology - Madras - India","University of Maryland - College Park - USA","University of Maryland - College Park - USA","","Male","http://cidse.engineering.asu.edu/wp-content/uploads/2011/11/subbaraokambhampati.jpg","http://rakaposhi.eas.asu.edu/rao.html","2","2015-10-08"
"7","Huan Liu","Arizona State University","2000","Full","Computer Vision","Shanghai Jiaotong University - China","University of Southern California - USA","University of Southern California - USA","","Male","http://cidse.engineering.asu.edu/wp-content/uploads/2011/11/huanliu.jpg","http://cidse.engineering.asu.edu/directory/huan-liu/","7171","2017-04-12"
"8","Arunabha Sen","Arizona State University","1987","Full","Networks & Communications","","University of Calgary - Canada","University of South Carolina - USA","","Decline to Report","http://cidse.engineering.asu.edu/wp-content/uploads/2011/12/Sen-Arun.jpg","http://cidse.engineering.asu.edu/directory/sen-arunabha/","","2015-10-08"
"9","Wei-Tek Tsai","Arizona State University","2000","Full","Distributed & Parallel Computing","","","University of California - Berkeley - USA","","Male","https://cidse.engineering.asu.edu/directory/tsai-wei-tek/","http://cidse.engineering.asu.edu/directory/tsai-wei-tek/","8361","2017-10-05"
"10","Kurt VanLehn","Arizona State University","2008","Full","Machine Learning & Pattern Recognition","Stanford University - USA","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","","Male","http://cidse.engineering.asu.edu/wp-content/uploads/2011/11/VanLehn-Kurt.jpg","http://cidse.engineering.asu.edu/directory/kurt-vanlehn/","2","2015-10-08"
"11","Guoliang Xue","Arizona State University","2001","Full","Security & Privacy","Qufu Normal University - China","Qufu Normal University - China","University of Minnesota - Twin Cities - USA","","Male","http://cidse.engineering.asu.edu/wp-content/uploads/2011/12/Xue-Guoliang-213x300.jpg","http://cidse.engineering.asu.edu/directory/xue-guoliang/","2","2015-10-08"
"12","Rida Bazzi","Arizona State University","1996","Full","Security & Privacy","American University of Beirut - Lebanon","Georgia Institute of Technology - USA","Georgia Institute of Technology - USA","","Male","http://cidse.engineering.asu.edu/wp-content/uploads/2011/11/ridabazzi.jpg","http://cidse.engineering.asu.edu/directory/rida-bazzi/","6734","2017-02-27"
"13","Partha Dasgupta","Arizona State University","1991","Assistant","Security & Privacy","Indian Institute of Technology Kharagpur - India","Indian Institute of Technology - Kharagpur - India","Stony Brook University - USA","","Male","http://cidse.engineering.asu.edu/wp-content/uploads/2011/12/parthadasgupta-featured.jpg","http://cidse.engineering.asu.edu/directory/dasgupta-partha/","8361","2017-10-05"
"14","Hasan Davulcu","Arizona State University","2002","Associate","Data Mining","Middle East Technical University - Turkey","Stony Brook University - USA","Stony Brook University - USA","","Male","http://cidse.engineering.asu.edu/wp-content/uploads/2011/12/hasandavulcu-featured.jpg","http://cidse.engineering.asu.edu/directory/davulcu-hasan/","2","2015-10-08"
"15","Joohyung Lee","Arizona State University","2005","Associate","Natural Language & Speech","","","University of Texas - Austin - USA","","Male","http://cidse.engineering.asu.edu/wp-content/uploads/2011/11/joohyunglee.jpg","http://cidse.engineering.asu.edu/directory/joohyung-lee/","","2017-07-31"
"16","Brian Nelson","Arizona State University","2015","Associate","Computer Education","Washington State University - USA","Saint Michaels College - USA","Harvard University - USA","","Male","http://cidse.engineering.asu.edu/wp-content/uploads/2011/12/BrianNelson.jpg","http://cidse.engineering.asu.edu/directory/nelson-brian/","2","2015-10-08"
"17","Andrea Richa","Arizona State University","1998","Full","Algorithms & Theory","Federal University of Rio de Janeiro - Brazil","Carnegie Mellon University - USA","Carnegie Mellon University - USA","","Female","http://cidse.engineering.asu.edu/wp-content/uploads/2011/11/andrearicha.jpg","http://cidse.engineering.asu.edu/directory/andrea-richa/","8010","2017-07-31"
"18","Violet Syrotiuk","Arizona State University","2002","Associate","Networks & Communications","University of Alberta - Canada","University of British Columbia - Canada","University of Waterloo - Ontario - Canada","","Female","http://cidse.engineering.asu.edu/wp-content/uploads/2011/12/violetsyrotiuk.jpg","http://cidse.engineering.asu.edu/directory/syrotiuk-violet/","2","2015-10-08"
"19","Peter Wonka","Arizona State University","2004","Associate","Graphics","Vienna University of Technology - Austria","Vienna University of Technology - Austria","Vienna University of Technology - Austria","","Male","http://cidse.engineering.asu.edu/wp-content/uploads/2011/11/peterwonka-featured.jpg","http://cidse.engineering.asu.edu/directory/wonka-peter/","2","2015-10-08"
"20","Jieping Ye","Arizona State University","2005","Associate","Machine Learning & Pattern Recognition","Fudan University - Shanghai - China","National University of Singapore - Singapore","University of Minnesota - Twin Cities - USA","","Male","","http://cidse.engineering.asu.edu/directory/ye-jieping/","1062","2016-08-11"
"21","Georgios Fainekos","Arizona State University","2009","Assistant","Real-Time & Embedded Systems","National Technical University of Athens - Greece","University of Pennsylvania - USA","University of Pennsylvania - USA","","Male","http://cidse.engineering.asu.edu/wp-content/uploads/2011/12/georgiosfainekos-featured.jpg","http://cidse.engineering.asu.edu/directory/fainekos-georgios/","2","2015-10-08"
"22","Aviral Shrivastava","Arizona State University","2006","Assistant","Real-Time & Embedded Systems","Indian Institute of Technology - Delhi - India","University of California - Irvine - USA","University of California - Irvine - USA","","Male","http://cidse.engineering.asu.edu/wp-content/uploads/2011/12/aviralshrivastava.jpg","http://cidse.engineering.asu.edu/directory/shrivastava-aviral/","2","2015-10-08"
"23","Yalin Wang","Arizona State University","2010","Assistant","Computer Vision","Tsinghua University - Beijing - China","Tsinghua University - Beijing - China","University of Washington - USA","","Male","http://cidse.engineering.asu.edu/wp-content/uploads/2011/11/yalinwang-featured.jpg","http://cidse.engineering.asu.edu/directory/wang-yalin/","2","2015-10-08"
"24","Assaf J. Kfoury","Boston University","","Full","Programming Languages","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","","Male","","http://www.cs.bu.edu/fac/kfoury/","1062","2016-08-11"
"25","Azer Bestavros","Boston University","1991","Full","Networks & Communications","Alexandria University - Egypt","Alexandria University - Egypt","Harvard University - USA","","Male","http://azer.bestavros.net/","http://azer.bestavros.net/","2","2015-10-08"
"26","Evimaria Terzi","Boston University","2009","Associate","Data Mining","Aristotle University of Thessaloniki - Greece","Purdue University - USA","University of Helsinki - Finland","Helsinki Institute for Information Technology - Finland","Female","http://www.bu.edu/cs/files/2011/10/Terzi.jpg","http://www.cs.bu.edu/fac/evimaria/","2","2015-10-08"
"27","George Kollios","Boston University","2000","Full","Databases","National Technical University of Athens - Greece","Polytechnic University - Brooklyn - New York - USA","Polytechnic University - Brooklyn - New York - USA","","Male","http://www.cs.bu.edu/fac/gkollios/","http://www.cs.bu.edu/fac/gkollios/","2","2015-10-08"
"28","Hongwei Xi","Boston University","2001","Associate","Programming Languages","Nanjing University - Ch","","Carnegie Mellon University - USA","","Male","http://www.bu.edu/cs/files/2011/10/Xi.jpg","http://www.cs.bu.edu/fac/hwxi/","2","2015-10-08"
"29","Ibrahim Matta","Boston University","1999","Full","Networks & Communications","Alexandria University - Egypt","Alexandria University - Egypt","University of Maryland - College Park - USA","","Male","","http://www.cs.bu.edu/fac/matta/","","2016-08-11"
"30","John Byers","Boston University","1999","Full","Networks & Communications","Cornell University - USA","","University of California - Berkeley - USA","","Male","http://www.bu.edu/cs/files/2011/10/Byers.jpg","http://www.cs.bu.edu/fac/byers/","2","2015-10-08"
"31","Jonathan Appavoo","Boston University","2009","Assistant","Distributed & Parallel Computing","McMaster University - Canada","University of Toronto - Canada","University of Toronto - Canada","IBM Research - Zurich - Switzerland","Male","http://www.bu.edu/cs/files/2011/10/Appavoo1.jpg","http://www.cs.bu.edu/fac/jappavoo/jappavoo.github.com/index.html","2","2015-10-08"
"32","Leonid Levin","Boston University","1980","Full","Algorithms & Theory","Moscow State University - Russia","Moscow State University - Russia","Moscow State University - Russia","","Male","http://www.bu.edu/cs/files/2011/10/Levin-e1352396122178.jpg","http://www.bu.edu/cs/leonid-levin/","2","2015-10-08"
"33","Leonid Reyzin","Boston University","2001","Associate","Security & Privacy","Harvard University - USA","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","","Male","http://www.bu.edu/cs/files/2011/10/Reyzin.jpg","http://www.cs.bu.edu/fac/reyzin/","2","2015-10-08"
"34","Lorenzo Orecchia","Boston University","2014","Full","Algorithms & Theory","Princeton University - USA","","University of California - Berkeley - USA","Massachusetts Institute of Technology - USA","Male","http://www.bu.edu/cs/lorenzo-orecchia/","http://orecchia.net/","8429","2017-10-18"
"35","Margrit Betke","Boston University","2000","Full","Computer Vision","University of Bonn - Germany","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","","Female","http://www.bu.edu/cs/files/2013/01/MBetke-2012.jpg","http://www.cs.bu.edu/fac/betke/","2","2015-10-08"
"36","Mark Crovella","Boston University","1994","Full","Networks & Communications","Cornell University - USA","State University of New York - Buffalo - USA","University of Rochester - USA","","Male","http://www.bu.edu/cs/files/2011/10/Crovella.jpg","http://www.cs.bu.edu/fac/crovella/","2","2015-10-08"
"37","Peter Gacs","Boston University","1984","Full","Algorithms & Theory","","Eotvos University - Budapest - Hungary","J.W. Goethe University Frankfurt am Main - Germany","","Male","http://www.bu.edu/cs/files/2011/10/Gacs.jpg","http://www.cs.bu.edu/fac/gacs/","2","2015-10-08"
"38","Ran Canetti","Boston University","2011","Full","Security & Privacy","Technion-Israel Institute of Technology - Israel","","Weizmann Institute of Science - Israel","","Male","http://www.bu.edu/cs/files/2012/04/canetti-thumb.jpg","http://www.cs.bu.edu/~canetti/","6267","2017-01-11"
"39","Richard West","Boston University","2006","Associate","Operating Systems","University of Newcastle - United Kindom","Georgia Institute of Technology - USA","Georgia Institute of Technology - USA","","Male","http://www.bu.edu/cs/files/2011/10/West.jpg","http://www.cs.bu.edu/fac/richwest/","2","2015-10-08"
"40","Sharon Goldberg","Boston University","2010","Full","Security & Privacy","University of Toronto - Canada","Princeton University - USA","Princeton University - USA","Microsoft Research - USA","Female","http://www.bu.edu/cs/files/2012/08/Sharon_small.jpg","http://www.cs.bu.edu/fac/goldbe/","7436","2017-05-17"
"41","Stan Sclaroff","Boston University","1995","Full","Computer Vision","Tufts University - USA","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","","Male","http://www.bu.edu/cs/files/2011/10/Sclaroff.jpg","http://www.cs.bu.edu/fac/sclaroff/","2","2015-10-08"
"42","Steve Homer","Boston University","1982","Full","Algorithms & Theory","University of California - Berkeley - USA","","Massachusetts Institute of Technology - USA","","Male","http://www.bu.edu/cs/files/2011/10/Homer.jpg","http://www.cs.bu.edu/fac/homer/","2","2015-10-08"
"43","Wayne Snyder","Boston University","1995","Associate","Multimedia","","Tufts University - USA","University of Pennsylvania - USA","","Male","http://www.bu.edu/cs/files/2011/10/Snyder.jpg","http://www.cs.bu.edu/fac/snyder/","2","2015-10-08"
"44","Amy Greenwald","Brown University","2000","Associate","Artificial Intelligence","University of Pennsylvania - USA","University of Oxford - United Kingdom","New York University - USA","IBM Thomas J. Watson Research Center - USA","Female","https://cs.brown.edu/people/faculty/amy_greenwald.jpg","https://research.brown.edu/pdf/1106970084.pdf?nocache=815818275http://cs.brown.edu/people/faculty/amy.html","2","2015-10-08"
"45","Andries van Dam","Brown University","1965","Full","Graphics","Swarthmore College - USA","University of Pennsylvania - USA","University of Pennsylvania - USA","","Male","https://cs.brown.edu/people/faculty/andries_van_dam.jpg","http://cs.brown.edu/people/faculty/avd.html","2","2015-10-08"
"46","Anna Lysyanskaya","Brown University","2002","Full","Security & Privacy","Smith College - USA","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","","Female","https://cs.brown.edu/people/faculty/anna_lysyanskaya.jpg","https://research.brown.edu/pdf/1106970028.pdf?nocache=50031346","2","2015-10-08"
"47","Benjamin Raphael","Princeton University","2016","Full","Bioinformatics & Computational Biology","Massachusetts Institute of Technology - USA","","University of California - San Diego - USA","University of California - San Diego - USA","Male","https://cs.brown.edu/people/faculty/ben_j._raphael.jpg","https://research.brown.edu/pdf/1154701099.pdf?nocache=646513249","5436","2016-12-14"
"48","Chad Jenkins","University of Michigan","2015","Associate","Artificial Intelligence","Alma College - USA","Georgia Institute of Technology - USA","University of Southern California - USA","","Male","https://cs.brown.edu/people/faculty/chad_jenkins.jpg","https://research.brown.edu/pdf/10404.pdf?nocache=22312599","267","2016-06-18"
"49","Claire Mathieu","Brown University","2004","Full","Algorithms & Theory","University of Paris VII: Denis Diderot - France","Paris XI - France","Paris XI - France","Princeton University - USA","Female","","http://cs.brown.edu/people/claire/vita-public.pdf","521","2016-07-24"
"50","David Laidlaw","Brown University","1998","Full","Graphics","Brown University - USA","Brown University - USA","California Institute of Technology - USA","California Institute of Technology - USA","Male","","https://research.brown.edu/pdf/1106970029.pdf?nocache=2041876042","5564","2016-12-27"
"51","Eli Upfal","Brown University","1998","Full","Algorithms & Theory","Hebrew University of Jerusalem - Israel","Weizmann Institute of Science - Israel","Hebrew University of Jerusalem - Israel","Stanford University - USA","Male","https://cs.brown.edu/people/faculty/eli_upfal.jpg","http://cs.brown.edu/people/eli/biography.htm","2","2015-10-08"
"52","Erik Sudderth","Brown University","2009","Associate","Machine Learning & Pattern Recognition","University of California - San Diego - USA","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","University of California - Berkeley - USA","Male","https://cs.brown.edu/people/faculty/erik_sudderth.jpg","http://cs.brown.edu/people/sudderth/bio.html","3866","2016-09-07"
"53","Eugene Charniak","Brown University","1978","Full","Natural Language & Speech","University of Chicago - USA","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","","Male","https://cs.brown.edu/people/faculty/eugene_charniak.jpg","http://cs.brown.edu/people/faculty/ec/","2","2015-10-08"
"54","Franco Preparata","Brown University","1991","Full","Algorithms & Theory","","","University of Rome - La Sapienza - Italy","Consiglio Nazionale delle Ricerche - Italy","Male","https://cs.brown.edu/people/faculty/franco_p._preparata.jpg","https://research.brown.edu/pdf/1106970027.pdf?nocache=1294867772","2","2015-10-08"
"55","James Hays","Georgia Institute of Technology","2009","Associate","Computer Vision","Georgia Institute of Technology - USA","","Carnegie Mellon University - USA","Massachusetts Institute of Technology - USA","Male","https://cs.brown.edu/people/faculty/james_hays.jpg","http://cs.brown.edu/people/hays/","3866","2016-09-07"
"56","Jeff Huang","Brown University","2013","Assistant","Human-Computer Interaction","Nanjing University - China","University of Illinois at Urbana-Champaign - USA","University of Washington - USA","","Male","https://cs.brown.edu/people/faculty/jeff_huang.jpg","http://jeffhuang.com/","8","2019-02-25"
"57","John Hughes","Brown University","1984","Full","Graphics","Princeton University - USA","University of California - Berkeley - USA","University of California - Berkeley - USA","","Male","https://cs.brown.edu/people/faculty/john_f._hughes.jpg","https://research.brown.edu/pdf/1106970082.pdf?nocache=1528204531","2","2015-10-08"
"58","John Savage","Brown University","1967","Full","Security & Privacy","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","","Male","","https://research.brown.edu/pdf/1106970026.pdf?nocache=1725575445","529","2016-07-28"
"59","Maurice Herlihy","Brown University","1994","Full","Distributed & Parallel Computing","Harvard University - USA","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","","Male","https://cs.brown.edu/people/faculty/maurice_herlihy.jpg","https://research.brown.edu/pdf/1106970166.pdf?nocache=2117333914","2","2015-10-08"
"60","Michael Littman","Brown University","2012","Full","Machine Learning & Pattern Recognition","Yale University - USA","Yale University - USA","Brown University - USA","","Male","https://cs.brown.edu/people/faculty/faces/mlittman.jpg","https://research.brown.edu/myresearch/Michael_Littman","2","2015-10-08"
"61","Paul Valiant","Brown University","2013","Assistant","Algorithms & Theory","Stanford University - USA","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","University of California - Berkeley - USA","Male","https://cs.brown.edu/people/faculty/faces/pvaliant.jpg","http://news.brown.edu/new-faculty/2012-13/paul-valiant","2","2015-10-08"
"62","Pedro Felzenszwalb","Brown University","2011","Associate","Machine Learning & Pattern Recognition","Cornell University - USA","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","","Male","https://cs.brown.edu/people/faculty/pedro_felzenszwalb.jpg","http://cs.brown.edu/people/pff/","8435","2017-10-18"
"63","Philip Klein","Brown University","1989","Full","Algorithms & Theory","Harvard University - USA","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","Harvard University - USA","Male","https://cs.brown.edu/people/faculty/philip_klein.jpg","https://research.brown.edu/pdf/1106970030.pdf?nocache=1823784020","2","2015-10-08"
"64","Roberto Tamassia","Brown University","1988","Full","Security & Privacy","","University of Rome - La Sapienza - Italy","University of Illinois at Urbana-Champaign - USA","","Male","https://cs.brown.edu/people/faculty/ravindra_pendse.jpg","https://research.brown.edu/research/profile.php?id=1106970024&r=1","2","2015-10-08"
"65","Rodrigo Fonseca","Brown University","2009","Assistant","Networks & Communications","Universidade Federal de Minas Gerais - Brazil","Universidade Federal de Minas Gerais - Brazil","University of California - Berkeley - USA","Yahoo Research - USA","Male","https://cs.brown.edu/people/faculty/rodrigo_fonseca.jpg","https://research.brown.edu/pdf/1270227184.pdf?nocache=991428578","2","2015-10-08"
"66","Shriram Krishnamurthi","Brown University","2000","Full","Programming Languages","Ohio Wesleyan University - USA","","Rice University - USA","","Male","https://cs.brown.edu/people/faculty/shriram_krishnamurthi.jpg","https://research.brown.edu/pdf/1134569382.pdf?nocache=898518043","2","2015-10-08"
"67","Sorin Istrail","Brown University","2005","Full","Bioinformatics & Computational Biology","Alexandru Ioan Cuza University - Romania","","University of Bucharest - Romania","","Male","https://cs.brown.edu/people/faculty/sorin_istrail.jpg","https://research.brown.edu/pdf/1127248942.pdf?nocache=630690591","2","2015-10-08"
"68","Stan Zdonik","Brown University","1980","Full","Databases","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","","Male","https://cs.brown.edu/people/faculty/stan_zdonik.jpg","http://www.cs.brown.edu/~sbz/","2","2015-10-08"
"69","Stefanie Tellex","Brown University","2013","Assistant","Artificial Intelligence","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","Massachusetts Institute of Technology - USA","Female","https://cs.brown.edu/people/faculty/faces/stefie10.jpg","http://cs.brown.edu/people/stefie10/index.html","2","2015-10-08"
"70","Steven Reiss","Brown University","1977","Full","Software Engineering","Dartmouth College - USA","Yale University - USA","Yale University - USA","","Male","https://cs.brown.edu/people/faculty/steven_reiss.jpg","https://research.brown.edu/pdf/1106970168.pdf?nocache=421235222","2","2015-10-08"
"71","Thomas Doeppner","Brown University","1981","Research","Operating Systems","Cornell University - USA","Princeton University - USA","Princeton University - USA","","https://research.brown.edu/pdf/1106970085.pdf?nocache=597043778","2","2015-08-07"
"72","Tim Kraska","Brown University","2013","Assistant","Databases","University of M&#252;nster - Germany","University of Sydney - Australia","Swiss Federal Institute of Technology (ETH) - Switzerland","University of California - Berkeley - USA","Male","https://cs.brown.edu/people/faculty/faces/kraskat.jpg","http://cs.brown.edu/people/kraskat/cv.html","2","2015-10-08"
"73","Ugur Cetintemel","Brown University","2001","Full","Databases","Bilkent University - Turkey","Bilkent University - Turkey","University of Maryland - College Park - USA","","Male","https://cs.brown.edu/people/faculty/ugur_cetintemel.jpg","https://sites.google.com/a/brown.edu/ugur-cetintemel/","2","2015-10-08"
"74","Adam Wierman","California Institute of Technology","2007","Full","Operating Systems","Carnegie Mellon University - USA","Carnegie Mellon University - USA","Carnegie Mellon University - USA","","Male","http://www.cms.caltech.edu/photos/1576-adam-wierman.jpg","http://users.cms.caltech.edu/~adamw/","2","2015-10-08"
"75","Alain J. Martin","California Institute of Technology","1969","Full","Hardware & Architecture","Aix-Marseille University - France","","Institut National Polytechnique de Grenoble - France","","Male","http://www.cms.caltech.edu/photos/1268-martin-a.jpg","http://users.cms.caltech.edu/~alains/","2","2015-10-08"
"76","Alan H. Barr","California Institute of Technology","1984","Full","Graphics","Rensselaer Polytechnic Institute - USA","Rensselaer Polytechnic Institute - USA","Indian Institute of Technology - Kanpur - India","","Male","http://www.cms.caltech.edu/photos/1334-barr-a.jpg","http://www.gg.caltech.edu/index.html","2","2015-10-08"
"77","Christopher Umans","California Institute of Technology","2002","Full","Algorithms & Theory","Williams College - USA","","University of California - Berkeley - USA","Microsoft Research - USA","Male","http://www.cms.caltech.edu/photos/1188-umans-c.jpg","http://users.cms.caltech.edu/~umans/","2","2015-10-08"
"78","Erik Winfree","California Institute of Technology","2000","Full","Bioinformatics & Computational Biology","University of Chicago - USA","","California Institute of Technology - USA","Princeton University - USA","Male","http://www.cms.caltech.edu/photos/1166-winfree-e.jpg","http://www.dna.caltech.edu/~winfree/","2","2015-10-08"
"79","Katrina Ligett","California Institute of Technology","2010","Assistant","Algorithms & Theory","Brown University - USA","Carnegie Mellon University - USA","Carnegie Mellon University - USA","Cornell University - USA","Female","http://www.cms.caltech.edu/photos/1486-katrina-ligett.jpg","http://users.cms.caltech.edu/~katrina/","8429","2017-10-18"
"80","Leonard J. Schulman","California Institute of Technology","2000","Full","Algorithms & Theory","Massachusetts Institute of Technology - USA","","Massachusetts Institute of Technology - USA","","Male","http://www.cms.caltech.edu/photos/1186-schulman-l.jpg","http://users.cms.caltech.edu/~schulman/","2","2015-10-08"
"81","Mathieu Desbrun","California Institute of Technology","1997","Full","Graphics","&#201;cole Nationale Sup&#233;rieure d'Informatique et de Math&#233;matiques Appliqu&#233;es de Grenoble - France","Institut National Polytechnique de Grenoble - France","Institut National Polytechnique de Grenoble - France","","Male","","http://www.geometry.caltech.edu/~mathieu/","","2016-08-11"
"82","Peter Schroeder","California Institute of Technology","1995","Full","Graphics","Technical University of Berlin - Germany","Massachusetts Institute of Technology - USA","Princeton University - USA","","Male","http://www.cms.caltech.edu/photos/1184-schroder-p.jpg","http://www.cms.caltech.edu/people/3197/profile","2","2015-10-08"
"83","Steven Low","California Institute of Technology","2000","Full","Networks & Communications","Cornell University - USA","University of California - Berkeley - USA","University of California - Berkeley - USA","","Male","http://www.cms.caltech.edu/photos/1182-low-s.jpg","http://users.cms.caltech.edu/~slow/","2","2015-10-08"
"84","Thomas Vidick","California Institute of Technology","2014","Assistant","Scientific Computing","&#201;cole Normale Sup&#233;rieure - France","University of Paris VII: Denis Diderot - France","University of California - Berkeley - USA","Massachusetts Institute of Technology - USA","Male","http://users.cms.caltech.edu/~vidick/pic.jpg","http://people.csail.mit.edu/vidick/","4587","2016-10-21"
"85","Tracey C. Ho","California Institute of Technology","2005","Assistant","Networks & Communications","Massachusetts Institute of Technology - USA","California Institute of Technology - USA","California Institute of Technology - USA","University of Illinois at Urbana-Champaign - USA","Female","http://www.its.caltech.edu/~tho/tho.jpg","http://www.its.caltech.edu/~tho/","4587","2016-10-21"
"86","Venkat Chandrasekaran","California Institute of Technology","2012","Assistant","Algorithms & Theory","Rice University - USA","","Massachusetts Institute of Technology - USA","","Male","","http://users.cms.caltech.edu/~venkatc/","1062","2016-08-11"
"87","Yaser S. Abu-Mostafa","California Institute of Technology","1983","Full","Machine Learning & Pattern Recognition","Cairo University - Cairo - Egypt","Georgia Institute of Technology - USA","California Institute of Technology - USA","","Male","http://www.cms.caltech.edu/photos/1332-yaser-abu-mostafa.jpg","http://www.work.caltech.edu/","2","2015-10-08"
"88","Yisong Yue","California Institute of Technology","2014","Assistant","Machine Learning & Pattern Recognition","University of Illinois at Urbana-Champaign - USA","","Cornell University - USA","Carnegie Mellon University - USA","Male","","http://www.yisongyue.com/","1062","2016-08-11"
"89","Aarti Singh","Carnegie Mellon University","2009","Associate","Machine Learning & Pattern Recognition","University of Delhi - India","University of Wisconsin - Madison - USA","University of Wisconsin - Madison - USA","Princeton University - USA","Female","http://www.cs.cmu.edu/~aarti/AS_single.png","http://www.cs.cmu.edu/~aarti/CV_AartiSingh.pdf","7014","2017-04-03"
"90","Adrien Treuille","Carnegie Mellon University","2007","Assistant","Scientific Computing","Georgetown University - USA","","University of Washington - USA","University of Washington - USA","Male","http://www.cmu.edu/cnast/images/treuille.png","http://www.cs.cmu.edu/~treuille/","7014","2017-04-03"
"91","Alan Black","Carnegie Mellon University","1999","Full","Natural Language & Speech","Coventry University - United Kingdom","University of Edinburgh - United Kingdom","University of Edinburgh - United Kingdom","","Male","https://www.cs.cmu.edu/~awb/images/awb_2014.jpg","http://en.wikipedia.org/wiki/Alan_W._Black","4587","2016-10-21"
"92","Alan Montgomery","Carnegie Mellon University","1999","Associate","Data Mining","University of Illinois at Chicago - USA","University of Chicago - USA","University of Chicago - USA","","Male","http://tepper.cmu.edu/facultyphotos/large/alm3.jpg","http://public.tepper.cmu.edu/facultydirectory/FacultyDirectoryProfile.aspx?id=100","7014","2017-04-03"
"93","Alexander J. Smola","Carnegie Mellon University","2013","Full","Machine Learning & Pattern Recognition","Technical University of Munich - Germany","Technical University of Munich - Germany","Technical University of Berlin - Germany","","Male","https://www.ml.cmu.edu/news/smola222x222.jpg","http://alex.smola.org/","4587","2016-10-21"
"94","Alexander Waibel","Carnegie Mellon University","","Full","Machine Learning & Pattern Recognition","Massachusetts Institute of Technology - USA","Carnegie Mellon University - USA","Carnegie Mellon University - USA","","Male","https://www.hcii.cmu.edu/sites/default/files/migrated_files/Amy_Ogan2_0.jpg","http://www.cs.cmu.edu/~ahw/bio.html","4587","2016-10-21"
"95","Amy Ogan","Carnegie Mellon University","2014","Assistant","Computer Education","Carnegie Mellon University - USA","Carnegie Mellon University - USA","Carnegie Mellon University - USA","Carnegie Mellon University - USA","Female","https://www.hcii.cmu.edu/sites/default/files/migrated_files/Amy_Ogan2_0.jpg","http://amyogan.com/","7014","2017-04-03"
"96","Andre Platzer","Carnegie Mellon University","2008","Associate","Programming Languages","Karlsruhe Institute of Technology - Germany","Karlsruhe Institute of Technology - Germany","Carl von Ossietzky University of Oldenburg - Germany","","Male","http://symbolaris.com/meta/andre.platzer.png","http://symbolaris.com/meta/Platzer-CV.pdf","7014","2017-04-03"
